1970,Medicine,Winner69,Kenya,Male
1971,Peace,Winner70,France,Female
1972,Chemistry,Winner71,Kenya,Female
1973,Chemistry,Winner72,UK,Male
1974,Economics,Winner73,Canada,Female
1975,Literature,Winner74,Canada,Female
1976,Economics,Winner75,USA,Male
1977,Physics,Winner76,Canada,Female
1978,Physics,Winner77,Germany,Male
1979,Chemistry,Winner78,Brazil,Female
1980,Chemistry,Winner79,Canada,Male
1981,Medicine,Winner80,Kenya,Male
1982,Physics,Winner81,Kenya,Male
1983,Physics,Winner82,Brazil,Male
1984,Physics,Winner83,Germany,Male
1985,Literature,Winner84,Kenya,Female
1986,Chemistry,Winner85,Canada,Male
1987,Chemistry,Winner86,Canada,Male
1988,Literature,Winner87,Japan,Female
1989,Medicine,Winner88,Canada,Female
1990,Chemistry,Winner89,Germany,Female
1991,Chemistry,Winner90,USA,Male
1992,Economics,Winner91,India,Male
1993,Physics,Winner92,Israel,Female
1994,Peace,Winner93,Brazil,Male
1995,Physics,Winner94,Brazil,Male
1996,Chemistry,Winner95,UK,Male
1997,Economics,Winner96,Germany,Female
1998,Physics,Winner97,Israel,Male
1999,Peace,Winner98,Israel,Male
2000,Peace,Winner99,UK,Female
2001,Economics,Winner100,Israel,Female
2002,Medicine,Winner101,Germany,Female
2003,Chemistry,Winner102,Japan,Female
2004,Chemistry,Winner103,Japan,Female
2005,Medicine,Winner104,UK,Male
2006,Literature,Winner105,Israel,Male
2007,Physics,Winner106,Brazil,Male
2008,Peace,Winner107,Japan,Male
2009,Medicine,Winner108,UK,Male
2010,Medicine,Winner109,Japan,Male
2011,Literature,Winner110,Brazil,Female
2012,Peace,Winner111,Brazil,Male
2013,Economics,Winner112,Brazil,Female
2014,Economics,Winner113,UK,Male
2015,Medicine,Winner114,UK,Male
2016,Economics,Winner115,Brazil,Male
2017,Medicine,Winner116,Japan,Male
2018,Economics,Winner117,India,Male
2019,Economics,Winner118,Japan,Female
2020,Medicine,Winner119,USA,Male
2021,Economics,Winner120,Canada,Female
2022,Physics,Winner121,USA,Female
2023,Chemistry,Winner122,Japan,Male
2024,Economics,Winner123,Kenya,Female
1901,Peace,Winner124,USA,Male
1902,Physics,Winner125,France,Male
1903,Medicine,Winner126,Israel,Male
1904,Literature,Winner127,France,Male
1905,Medicine,Winner128,India,Male
1906,Medicine,Winner129,Germany,Male
1907,Economics,Winner130,UK,Female
1908,Peace,Winner131,Canada,Male
1909,Chemistry,Winner132,France,Male
1910,Literature,Winner133,USA,Male
1911,Economics,Winner134,India,Female
1912,Economics,Winner135,Germany,Female
1913,Chemistry,Winner136,UK,Female
1914,Physics,Winner137,Kenya,Male
1915,Chemistry,Winner138,Kenya,Female
1916,Medicine,Winner139,Germany,Male
1917,Physics,Winner140,Germany,Female
1918,Medicine,Winner141,Japan,Male
1919,Medicine,Winner142,India,Female
1920,Economics,Winner143,Brazil,Female
1921,Physics,Winner144,UK,Female
1922,Chemistry,Winner145,Israel,Female
1923,Physics,Winner146,UK,Female
1924,Medicine,Winner147,India,Female
1925,Peace,Winner148,Brazil,Male
1926,Literature,Winner149,Israel,Male
1927,Medicine,Winner150,USA,Female
1928,Physics,Winner151,Brazil,Male
1929,Medicine,Winner152,Canada,Male
1930,Economics,Winner153,India,Female
1931,Economics,Winner154,UK,Female
1932,Peace,Winner155,Japan,Female
1933,Medicine,Winner156,Canada,Female
1934,Peace,Winner157,France,Male
1935,Literature,Winner158,Canada,Male
1936,Peace,Winner159,Israel,Female
1937,Literature,Winner160,Brazil,Male
1938,Medicine,Winner161,Japan,Male
1939,Literature,Winner162,Israel,Female
1940,Literature,Winner163,Kenya,Female
1941,Economics,Winner164,Germany,Female
1942,Economics,Winner165,France,Male
1943,Medicine,Winner166,Brazil,Female
1944,Physics,Winner167,Germany,Female
1945,Chemistry,Winner168,Germany,Male
1946,Physics,Winner169,USA,Male
1947,Literature,Winner170,Israel,Male
1948,Literature,Winner171,Canada,Male
1949,Economics,Winner172,Canada,Female
1950,Literature,Winner173,Germany,Male
1951,Economics,Winner174,USA,Male
1952,Literature,Winner175,Germany,Male
1953,Economics,Winner176,Brazil,Female
1954,Physics,Winner177,Brazil,Male
1955,Physics,Winner178,Kenya,Male
1956,Literature,Winner179,Brazil,Female
1957,Literature,Winner180,Israel,Female
1958,Peace,Winner181,Kenya,Male
1959,Economics,Winner182,Kenya,Female
1960,Medicine,Winner183,Germany,Female
1961,Peace,Winner184,Kenya,Male
1962,Medicine,Winner185,Kenya,Male
1963,Economics,Winner186,Japan,Male
1964,Medicine,Winner187,India,Female
1965,Peace,Winner188,UK,Male
1966,Chemistry,Winner189,Germany,Female
1967,Economics,Winner190,France,Male
1968,Physics,Winner191,Canada,Female
1969,Medicine,Winner192,Brazil,Female
1970,Literature,Winner193,USA,Male
1971,Literature,Winner194,Canada,Male
1972,Peace,Winner195,Canada,Female
1973,Physics,Winner196,India,Female
1974,Literature,Winner197,Canada,Male
1975,Literature,Winner198,Germany,Female
1976,Literature,Winner199,Kenya,Male
1977,Literature,Winner200,India,Female
1978,Economics,Winner201,France,Female
1979,Chemistry,Winner202,Israel,Male
1980,Literature,Winner203,Israel,Male
1981,Physics,Winner204,Canada,Male
1982,Literature,Winner205,France,Male
1983,Medicine,Winner206,Canada,Female
1984,Chemistry,Winner207,Kenya,Female
1985,Medicine,Winner208,Canada,Female
1986,Literature,Winner209,Japan,Male
1987,Literature,Winner210,USA,Male
1988,Medicine,Winner211,Germany,Male
1989,Economics,Winner212,USA,Male
1990,Chemistry,Winner213,Germany,Male
1991,Peace,Winner214,France,Male
1992,Chemistry,Winner215,Kenya,Male
1993,Peace,Winner216,Germany,Female
1994,Economics,Winner217,Japan,Female
1995,Chemistry,Winner218,Israel,Male
1996,Chemistry,Winner219,Japan,Male
1997,Peace,Winner220,USA,Female
1998,Peace,Winner221,Canada,Female
1999,Economics,Winner222,Germany,Male
2000,Peace,Winner223,Germany,Male
2001,Economics,Winner224,Japan,Male
2002,Peace,Winner225,USA,Female
2003,Peace,Winner226,Canada,Female
2004,Physics,Winner227,Brazil,Female
2005,Physics,Winner228,Canada,Female
2006,Physics,Winner229,Canada,Female
2007,Economics,Winner230,Kenya,Male
2008,Literature,Winner231,France,Female
2009,Peace,Winner232,Brazil,Female
2010,Literature,Winner233,Canada,Female
2011,Medicine,Winner234,Germany,Male
2012,Medicine,Winner235,Kenya,Male
2013,Literature,Winner236,Israel,Female
2014,Medicine,Winner237,USA,Female
2015,Medicine,Winner238,France,Female
2016,Chemistry,Winner239,India,Female
2017,Medicine,Winner240,Japan,Female
2018,Peace,Winner241,USA,Male
2019,Physics,Winner242,Germany,Female
2020,Literature,Winner243,Brazil,Male
2021,Economics,Winner244,Kenya,Female
2022,Literature,Winner245,USA,Male
2023,Medicine,Winner246,Germany,Female
2024,Economics,Winner247,Germany,Female
1901,Economics,Winner248,Israel,Female
1902,Literature,Winner249,Brazil,Female
1903,Literature,Winner250,Brazil,Female
1904,Medicine,Winner251,Kenya,Female
1905,Medicine,Winner252,Japan,Male
1906,Physics,Winner253,Germany,Female
1907,Physics,Winner254,Brazil,Male
1908,Chemistry,Winner255,Germany,Female
1909,Medicine,Winner256,Israel,Female
1910,Physics,Winner257,Germany,Female
1911,Chemistry,Winner258,India,Male
1912,Medicine,Winner259,USA,Male
1913,Medicine,Winner260,USA,Male
1914,Peace,Winner261,Japan,Male
1915,Economics,Winner262,Kenya,Male
1916,Physics,Winner263,Israel,Female
1917,Literature,Winner264,Kenya,Female
1918,Medicine,Winner265,France,Male
1919,Medicine,Winner266,Kenya,Male
1920,Physics,Winner267,Canada,Female
1921,Physics,Winner268,Israel,Male
1922,Chemistry,Winner269,France,Female
1923,Physics,Winner270,Germany,Male
1924,Peace,Winner271,Canada,Male
1925,Peace,Winner272,Canada,Female
1926,Literature,Winner273,Japan,Female
1927,Medicine,Winner274,Israel,Male
1928,Peace,Winner275,UK,Male
1929,Economics,Winner276,Germany,Female
1930,Economics,Winner277,UK,Male
1931,Chemistry,Winner278,France,Male
1932,Chemistry,Winner279,USA,Female
1933,Literature,Winner280,Israel,Female
1934,Medicine,Winner281,USA,Male
1935,Medicine,Winner282,Japan,Female
1936,Physics,Winner283,Germany,Female
1937,Economics,Winner284,Israel,Male
1938,Literature,Winner285,UK,Male
1939,Economics,Winner286,France,Female
1940,Chemistry,Winner287,UK,Male
1941,Chemistry,Winner288,Japan,Female
1942,Literature,Winner289,UK,Female
1943,Economics,Winner290,Japan,Female
1944,Medicine,Winner291,Brazil,Female
1945,Literature,Winner292,UK,Male
1946,Literature,Winner293,India,Female
1947,Physics,Winner294,UK,Male
1948,Economics,Winner295,Israel,Male
1949,Economics,Winner296,Japan,Male
1950,Chemistry,Winner297,Kenya,Female
1951,Medicine,Winner298,France,Female
1952,Economics,Winner299,Kenya,Male
1953,Literature,Winner300,India,Female
1954,Medicine,Winner301,India,Male
1955,Chemistry,Winner302,India,Female
1956,Economics,Winner303,Kenya,Female
1957,Economics,Winner304,Canada,Male
1958,Literature,Winner305,UK,Female
1959,Medicine,Winner306,India,Male
1960,Literature,Winner307,Brazil,Male
1961,Economics,Winner308,Brazil,Female
1962,Literature,Winner309,USA,Male
1963,Peace,Winner310,India,Female
1964,Economics,Winner311,Kenya,Male
1965,Chemistry,Winner312,Japan,Male
1966,Medicine,Winner313,Kenya,Female
1967,Physics,Winner314,USA,Male
1968,Economics,Winner315,France,Female
1969,Peace,Winner316,USA,Female
1970,Physics,Winner317,Germany,Male
1971,Literature,Winner318,UK,Male
1972,Literature,Winner319,Japan,Female
1973,Literature,Winner320,Kenya,Female
1974,Chemistry,Winner321,Kenya,Male
1975,Literature,Winner322,Germany,Male
1976,Physics,Winner323,Japan,Female
1977,Medicine,Winner324,Brazil,Female
1978,Physics,Winner325,Japan,Female
1979,Peace,Winner326,Israel,Female
1980,Chemistry,Winner327,Kenya,Female
1981,Medicine,Winner328,India,Female
1982,Literature,Winner329,India,Male
1983,Economics,Winner330,Germany,Female
1984,Chemistry,Winner331,Canada,Male
1985,Medicine,Winner332,Kenya,Female
1986,Literature,Winner333,France,Female
1987,Physics,Winner334,France,Female
1988,Physics,Winner335,Kenya,Male
1989,Peace,Winner336,Kenya,Male
1990,Economics,Winner337,France,Female
1991,Economics,Winner338,France,Male
1992,Literature,Winner339,Japan,Female
1993,Peace,Winner340,Canada,Male
1994,Medicine,Winner341,Brazil,Female
1995,Medicine,Winner342,Kenya,Male
1996,Peace,Winner343,UK,Male
1997,Economics,Winner344,Japan,Male
1998,Economics,Winner345,UK,Female
1999,Physics,Winner346,UK,Female
2000,Chemistry,Winner347,Japan,Male
2001,Physics,Winner348,India,Male
2002,Medicine,Winner349,India,Female
2003,Literature,Winner350,France,Male
2004,Peace,Winner351,Canada,Male
2005,Chemistry,Winner352,France,Male
2006,Peace,Winner353,Canada,Male
2007,Literature,Winner354,Israel,Male
2008,Chemistry,Winner355,Kenya,Female
2009,Literature,Winner356,Japan,Male
2010,Literature,Winner357,Japan,Male
2011,Physics,Winner358,Kenya,Female
2012,Peace,Winner359,Japan,Female
2013,Economics,Winner360,Japan,Female
2014,Medicine,Winner361,Germany,Female
2015,Literature,Winner362,UK,Male
2016,Literature,Winner363,Israel,Female
2017,Peace,Winner364,Japan,Female
2018,Physics,Winner365,Canada,Female
2019,Physics,Winner366,Israel,Male
2020,Peace,Winner367,Kenya,Female
2021,Chemistry,Winner368,Israel,Female
2022,Chemistry,Winner369,Germany,Female
2023,Economics,Winner370,France,Male
2024,Economics,Winner371,USA,Female
1901,Literature,Winner372,USA,Female
1902,Economics,Winner373,France,Male
1903,Medicine,Winner374,India,Female
1904,Chemistry,Winner375,Germany,Male
1905,Peace,Winner376,India,Female
1906,Chemistry,Winner377,Japan,Female
1907,Medicine,Winner378,India,Male
1908,Literature,Winner379,UK,Male
1909,Chemistry,Winner380,Canada,Female
1910,Physics,Winner381,Canada,Male
1911,Medicine,Winner382,Brazil,Male
1912,Literature,Winner383,India,Female
1913,Peace,Winner384,Canada,Female
1914,Physics,Winner385,Germany,Female
1915,Physics,Winner386,Israel,Female
1916,Peace,Winner387,Germany,Male
1917,Economics,Winner388,Kenya,Female
1918,Economics,Winner389,Canada,Male
1919,Chemistry,Winner390,USA,Male
1920,Medicine,Winner391,Kenya,Male
1921,Physics,Winner392,Germany,Male
1922,Literature,Winner393,Kenya,Female
1923,Economics,Winner394,Brazil,Female
1924,Peace,Winner395,France,Female
1925,Economics,Winner396,UK,Female
1926,Peace,Winner397,Canada,Female
1927,Physics,Winner398,India,Male
1928,Literature,Winner399,Kenya,Male
1929,Medicine,Winner400,UK,Female
1930,Peace,Winner401,India,Male
1931,Literature,Winner402,Japan,Male
1932,Physics,Winner403,Kenya,Male
1933,Economics,Winner404,Germany,Male
1934,Physics,Winner405,India,Male
1935,Chemistry,Winner406,Israel,Male
1936,Physics,Winner407,Brazil,Male
1937,Peace,Winner408,Germany,Male
1938,Medicine,Winner409,France,Male
1939,Medicine,Winner410,France,Male
1940,Peace,Winner411,Japan,Male
1941,Physics,Winner412,USA,Male
1942,Physics,Winner413,India,Male
1943,Peace,Winner414,India,Male
1944,Chemistry,Winner415,Japan,Male
1945,Chemistry,Winner416,Canada,Male
1946,Economics,Winner417,UK,Female
1947,Literature,Winner418,India,Male
1948,Literature,Winner419,Brazil,Male
1949,Peace,Winner420,USA,Female
1950,Literature,Winner421,USA,Male
1951,Literature,Winner422,Canada,Female
1952,Economics,Winner423,UK,Female
1953,Economics,Winner424,Kenya,Male
1954,Physics,Winner425,India,Male
1955,Physics,Winner426,France,Female
1956,Peace,Winner427,Israel,Female
1957,Literature,Winner428,Israel,Female
1958,Literature,Winner429,Brazil,Female
1959,Physics,Winner430,UK,Male
1960,Literature,Winner431,Kenya,Male
1961,Literature,Winner432,India,Female
1962,Literature,Winner433,Canada,Male
1963,Medicine,Winner434,Canada,Female
1964,Economics,Winner435,Japan,Female
1965,Chemistry,Winner436,Kenya,Male
1966,Physics,Winner437,UK,Male
1967,Literature,Winner438,UK,Female
1968,Chemistry,Winner439,Brazil,Male
1969,Peace,Winner440,Brazil,Female
1970,Economics,Winner441,UK,Female
1971,Medicine,Winner442,Canada,Male
1972,Medicine,Winner443,Israel,Female
1973,Medicine,Winner444,UK,Male
1974,Chemistry,Winner445,Kenya,Male
1975,Physics,Winner446,India,Female
1976,Physics,Winner447,Japan,Male
1977,Literature,Winner448,Brazil,Male
1978,Peace,Winner449,Japan,Male
1979,Chemistry,Winner450,Japan,Female
1980,Medicine,Winner451,India,Male
1981,Chemistry,Winner452,France,Female
1982,Physics,Winner453,France,Male
1983,Physics,Winner454,Brazil,Male
1984,Literature,Winner455,Canada,Female
1985,Medicine,Winner456,France,Female
1986,Medicine,Winner457,India,Male
1987,Physics,Winner458,France,Male
1988,Peace,Winner459,USA,Male
1989,Medicine,Winner460,Kenya,Female
1990,Literature,Winner461,Israel,Female
1991,Literature,Winner462,Japan,Male
1992,Peace,Winner463,UK,Female
1993,Literature,Winner464,UK,Female
1994,Economics,Winner465,Israel,Female
1995,Peace,Winner466,Japan,Male
1996,Chemistry,Winner467,Canada,Male
1997,Physics,Winner468,Germany,Female
1998,Chemistry,Winner469,France,Female
1999,Medicine,Winner470,India,Male
2000,Physics,Winner471,Kenya,Female
2001,Chemistry,Winner472,France,Female
2002,Peace,Winner473,Germany,Female
2003,Physics,Winner474,Canada,Male
2004,Literature,Winner475,USA,Female
2005,Physics,Winner476,India,Female
2006,Peace,Winner477,Canada,Female
2007,Medicine,Winner478,UK,Female
2008,Physics,Winner479,India,Male
2009,Peace,Winner480,Kenya,Female
2010,Physics,Winner481,Canada,Male
2011,Chemistry,Winner482,Canada,Female
2012,Peace,Winner483,UK,Female
2013,Medicine,Winner484,India,Male
2014,Medicine,Winner485,France,Male
2015,Peace,Winner486,UK,Male
2016,Medicine,Winner487,India,Male
2017,Chemistry,Winner488,UK,Male
2018,Medicine,Winner489,Germany,Male
2019,Peace,Winner490,France,Male
2020,Chemistry,Winner491,Kenya,Female
2021,Peace,Winner492,Israel,Female
2022,Economics,Winner493,Israel,Female
2023,Economics,Winner494,India,Male
2024,Literature,Winner495,UK,Female
1901,Literature,Winner496,Japan,Female
1902,Peace,Winner497,USA,Female
1903,Peace,Winner498,UK,Female
1904,Literature,Winner499,Kenya,Male
1905,Physics,Winner500,India,Female
1906,Physics,Winner501,UK,Female
1907,Literature,Winner502,Israel,Male
1908,Literature,Winner503,Israel,Male
1909,Medicine,Winner504,Israel,Female
1910,Peace,Winner505,France,Male
1911,Literature,Winner506,UK,Female
1912,Economics,Winner507,UK,Male
1913,Physics,Winner508,Germany,Female
1914,Literature,Winner509,Brazil,Male
1915,Medicine,Winner510,India,Female
1916,Literature,Winner511,Canada,Female
1917,Economics,Winner512,Israel,Male
1918,Economics,Winner513,India,Male
1919,Medicine,Winner514,UK,Female
1920,Medicine,Winner515,Japan,Male
1921,Medicine,Winner516,UK,Male
1922,Medicine,Winner517,Japan,Female
1923,Chemistry,Winner518,Israel,Male
1924,Medicine,Winner519,Brazil,Female
1925,Economics,Winner520,India,Male
1926,Economics,Winner521,Brazil,Male
1927,Economics,Winner522,Canada,Female
1928,Physics,Winner523,India,Female
1929,Chemistry,Winner524,Germany,Female
1930,Literature,Winner525,Germany,Male
1931,Chemistry,Winner526,France,Male
1932,Medicine,Winner527,UK,Male
1933,Economics,Winner528,India,Male
1934,Peace,Winner529,Canada,Male
1935,Chemistry,Winner530,France,Male
1936,Economics,Winner531,Kenya,Male
1937,Literature,Winner532,India,Male
1938,Literature,Winner533,Israel,Female
1939,Economics,Winner534,Kenya,Male
1940,Peace,Winner535,Germany,Female
1941,Literature,Winner536,Germany,Female
1942,Economics,Winner537,Israel,Female
1943,Literature,Winner538,Japan,Female
1944,Peace,Winner539,Brazil,Female
1945,Chemistry,Winner540,Germany,Male
1946,Medicine,Winner541,USA,Female
1947,Medicine,Winner542,Brazil,Male
1948,Economics,Winner543,Brazil,Male
1949,Medicine,Winner544,UK,Male
1950,Medicine,Winner545,Kenya,Male
1951,Literature,Winner546,UK,Male
1952,Literature,Winner547,India,Male
1953,Literature,Winner548,USA,Female
1954,Peace,Winner549,India,Male
1955,Literature,Winner550,UK,Female
1956,Chemistry,Winner551,USA,Female
1957,Physics,Winner552,India,Male
1958,Chemistry,Winner553,USA,Female
1959,Literature,Winner554,France,Female
1960,Literature,Winner555,Israel,Male
1961,Physics,Winner556,USA,Female
1962,Chemistry,Winner557,France,Female
1963,Physics,Winner558,Japan,Male
1964,Medicine,Winner559,UK,Male
1965,Chemistry,Winner560,Canada,Female
1966,Physics,Winner561,UK,Female
1967,Peace,Winner562,Brazil,Male
1968,Economics,Winner563,Brazil,Male
1969,Economics,Winner564,France,Female
1970,Literature,Winner565,USA,Female
1971,Chemistry,Winner566,Israel,Female
1972,Chemistry,Winner567,UK,Female
1973,Physics,Winner568,Brazil,Male
1974,Literature,Winner569,Kenya,Male
1975,Economics,Winner570,Canada,Female
1976,Medicine,Winner571,USA,Female
1977,Physics,Winner572,India,Male
1978,Economics,Winner573,UK,Female
1979,Chemistry,Winner574,USA,Female
1980,Peace,Winner575,India,Male
1981,Economics,Winner576,Kenya,Female
1982,Economics,Winner577,France,Male
1983,Physics,Winner578,Kenya,Male
1984,Medicine,Winner579,Germany,Male
1985,Chemistry,Winner580,USA,Female
1986,Medicine,Winner581,Brazil,Female
1987,Peace,Winner582,Kenya,Female
1988,Physics,Winner583,Germany,Female
1989,Medicine,Winner584,USA,Female
1990,Medicine,Winner585,UK,Female
1991,Literature,Winner586,Canada,Female
1992,Literature,Winner587,India,Male
1993,Literature,Winner588,Kenya,Female
1994,Peace,Winner589,Japan,Male
1995,Economics,Winner590,Canada,Male
1996,Literature,Winner591,Israel,Male
1997,Peace,Winner592,Japan,Female
1998,Physics,Winner593,UK,Female
1999,Economics,Winner594,Japan,Female
2000,Literature,Winner595,Israel,Female
2001,Chemistry,Winner596,Kenya,Female
2002,Literature,Winner597,USA,Female
2003,Peace,Winner598,Canada,Female
2004,Economics,Winner599,USA,Male
2005,Economics,Winner600,Canada,Female
2006,Peace,Winner601,France,Male
2007,Chemistry,Winner602,Israel,Female
2008,Physics,Winner603,France,Male
2009,Chemistry,Winner604,India,Female
2010,Literature,Winner605,Israel,Male
2011,Peace,Winner606,France,Female
2012,Medicine,Winner607,India,Female
2013,Physics,Winner608,Israel,Male
2014,Peace,Winner609,India,Female
2015,Medicine,Winner610,Japan,Male
2016,Physics,Winner611,USA,Male
2017,Literature,Winner612,Brazil,Female
2018,Peace,Winner613,UK,Female
2019,Medicine,Winner614,Kenya,Male
2020,Peace,Winner615,Japan,Female
2021,Chemistry,Winner616,UK,Male
2022,Physics,Winner617,Kenya,Male
2023,Economics,Winner618,Kenya,Male
2024,Economics,Winner619,India,Female
1901,Economics,Winner620,UK,Female
1902,Medicine,Winner621,France,Male
1903,Medicine,Winner622,Brazil,Male
1904,Physics,Winner623,Germany,Male
1905,Chemistry,Winner624,Kenya,Male
1906,Medicine,Winner625,Brazil,Female
1907,Literature,Winner626,Brazil,Male
1908,Peace,Winner627,UK,Male
1909,Medicine,Winner628,Canada,Female
1910,Peace,Winner629,Canada,Female
1911,Peace,Winner630,UK,Male
1912,Medicine,Winner631,UK,Female
1913,Literature,Winner632,Brazil,Female
1914,Chemistry,Winner633,Brazil,Male
1915,Chemistry,Winner634,Canada,Male
1916,Physics,Winner635,Brazil,Male
1917,Medicine,Winner636,France,Male
1918,Medicine,Winner637,Germany,Female
1919,Peace,Winner638,Japan,Male
1920,Medicine,Winner639,Germany,Female
1921,Chemistry,Winner640,Japan,Male
1922,Peace,Winner641,France,Male
1923,Chemistry,Winner642,Israel,Female
1924,Peace,Winner643,USA,Male
1925,Physics,Winner644,USA,Female
1926,Economics,Winner645,Germany,Female
1927,Peace,Winner646,USA,Female
1928,Economics,Winner647,Brazil,Female
1929,Economics,Winner648,Japan,Female
1930,Chemistry,Winner649,Canada,Female
1931,Literature,Winner650,UK,Male
1932,Chemistry,Winner651,Kenya,Female
1933,Literature,Winner652,Kenya,Male
1934,Medicine,Winner653,Israel,Male
1935,Medicine,Winner654,India,Female
1936,Literature,Winner655,France,Female
1937,Peace,Winner656,Brazil,Male
1938,Medicine,Winner657,Germany,Female
1939,Physics,Winner658,Japan,Female
1940,Chemistry,Winner659,France,Male
1941,Physics,Winner660,Japan,Female
1942,Peace,Winner661,Canada,Male
1943,Chemistry,Winner662,India,Female
1944,Chemistry,Winner663,France,Female
1945,Peace,Winner664,Kenya,Female
1946,Medicine,Winner665,Kenya,Male
1947,Physics,Winner666,Canada,Female
1948,Chemistry,Winner667,Germany,Female
1949,Physics,Winner668,USA,Female
1950,Literature,Winner669,Israel,Female
1951,Medicine,Winner670,Brazil,Male
1952,Physics,Winner671,Canada,Male
1953,Medicine,Winner672,India,Female
1954,Medicine,Winner673,USA,Female
1955,Physics,Winner674,Israel,Male
1956,Medicine,Winner675,Brazil,Female
1957,Physics,Winner676,Canada,Female
1958,Peace,Winner677,Japan,Male
1959,Chemistry,Winner678,UK,Female
1960,Medicine,Winner679,India,Female
1961,Chemistry,Winner680,Germany,Female
1962,Peace,Winner681,USA,Male
1963,Physics,Winner682,France,Female
1964,Literature,Winner683,Brazil,Female
1965,Chemistry,Winner684,Israel,Male
1966,Medicine,Winner685,Israel,Female
1967,Chemistry,Winner686,Canada,Female
1968,Peace,Winner687,India,Female
1969,Economics,Winner688,Israel,Female
1970,Literature,Winner689,USA,Female
1971,Medicine,Winner690,UK,Female
1972,Peace,Winner691,Japan,Male
1973,Peace,Winner692,Kenya,Female
1974,Economics,Winner693,Israel,Male
1975,Economics,Winner694,USA,Female
1976,Chemistry,Winner695,Brazil,Female
1977,Chemistry,Winner696,Germany,Male
1978,Peace,Winner697,UK,Male
1979,Physics,Winner698,Kenya,Female
1980,Literature,Winner699,France,Female
1981,Economics,Winner700,Germany,Female
1982,Peace,Winner701,Israel,Female
1983,Economics,Winner702,USA,Male
1984,Peace,Winner703,Germany,Female
1985,Economics,Winner704,Kenya,Female
1986,Medicine,Winner705,France,Female
1987,Peace,Winner706,India,Female
1988,Economics,Winner707,Japan,Female
1989,Chemistry,Winner708,Germany,Female
1990,Peace,Winner709,Japan,Male
1991,Medicine,Winner710,Japan,Male
1992,Economics,Winner711,Kenya,Female
1993,Literature,Winner712,India,Female
1994,Medicine,Winner713,UK,Female
1995,Literature,Winner714,India,Male
1996,Medicine,Winner715,USA,Female
1997,Economics,Winner716,UK,Female
1998,Literature,Winner717,Japan,Female
1999,Chemistry,Winner718,Germany,Female
2000,Peace,Winner719,Japan,Male
2001,Physics,Winner720,Israel,Male
2002,Chemistry,Winner721,USA,Male
2003,Economics,Winner722,Germany,Male
2004,Physics,Winner723,Canada,Female
2005,Economics,Winner724,Kenya,Male
2006,Economics,Winner725,France,Male
2007,Peace,Winner726,France,Female
2008,Economics,Winner727,Kenya,Female
2009,Economics,Winner728,Germany,Female
2010,Medicine,Winner729,Japan,Male
2011,Physics,Winner730,Israel,Male
2012,Peace,Winner731,USA,Male
